Source	Target	MI	InteractionType	RowNumber
ENSG00000101266	ENSG00000125875	0.366703373130868	Intra-Cytoband	737
ENSG00000147316	ENSG00000147364	0.366661353888953	Inter-Cytoband	738
ENSG00000049246	ENSG00000174738	0.366648313434566	Trans	739
ENSG00000070367	ENSG00000139977	0.366604845253275	Intra-Cytoband	740
ENSG00000108528	ENSG00000108963	0.366396197983076	Inter-Cytoband	741
ENSG00000132376	ENSG00000167699	0.366171612379738	Intra-Cytoband	742
ENSG00000074356	ENSG00000108963	0.366167265561609	Inter-Cytoband	743
ENSG00000006744	ENSG00000072849	0.366135388895329	Inter-Cytoband	744
ENSG00000158402	ENSG00000164611	0.366120899501565	Inter-Cytoband	745
ENSG00000083520	ENSG00000083535	0.365889069201345	Intra-Cytoband	746
ENSG00000113456	ENSG00000113460	0.365844152080677	Intra-Cytoband	747
ENSG00000129691	ENSG00000169490	0.365745624203083	Inter-Cytoband	748
ENSG00000139842	ENSG00000198176	0.365720992233685	Intra-Cytoband	749
ENSG00000168615	ENSG00000169490	0.365557262084154	Intra-Cytoband	750
ENSG00000108528	ENSG00000167699	0.365423959661528	Inter-Cytoband	751
ENSG00000129245	ENSG00000170291	0.36536310420772	Intra-Cytoband	752
ENSG00000112578	ENSG00000171453	0.365360206328967	Intra-Cytoband	753
ENSG00000129292	ENSG00000129295	0.365270372087632	Intra-Cytoband	754
ENSG00000072134	ENSG00000166484	0.365173293149415	Intra-Cytoband	755
ENSG00000110066	ENSG00000110717	0.365106641938101	Intra-Cytoband	756
ENSG00000147419	ENSG00000147457	0.365058826938681	Inter-Cytoband	757
ENSG00000122033	ENSG00000186184	0.364857424365365	Intra-Cytoband	758
ENSG00000175575	ENSG00000181924	0.364761794366524	Intra-Cytoband	759
ENSG00000147548	ENSG00000165046	0.364750202851513	Intra-Cytoband	760
ENSG00000129255	ENSG00000183011	0.364734264518373	Intra-Cytoband	761
ENSG00000158863	ENSG00000168495	0.364567636490089	Intra-Cytoband	762
ENSG00000074356	ENSG00000108528	0.364528515126927	Intra-Cytoband	763
ENSG00000053770	ENSG00000070367	0.3643155210386	Intra-Cytoband	764
ENSG00000179981	ENSG00000215421	0.364301031644836	Intra-Cytoband	765
ENSG00000020922	ENSG00000150316	0.364118465283413	Intra-Cytoband	766
ENSG00000108509	ENSG00000185722	0.363912715891967	Intra-Cytoband	767
ENSG00000108963	ENSG00000142507	0.363906920134462	Inter-Cytoband	768
ENSG00000088325	ENSG00000175063	0.363859105135041	Inter-Cytoband	769
ENSG00000132507	ENSG00000171861	0.363706966500522	Inter-Cytoband	770
ENSG00000137513	ENSG00000151366	0.363622928016692	Intra-Cytoband	771
ENSG00000132507	ENSG00000141456	0.363621479077315	Inter-Cytoband	772
ENSG00000047578	ENSG00000077235	0.363544685290367	Intra-Cytoband	773
ENSG00000159842	ENSG00000167721	0.363495421351571	Intra-Cytoband	774
ENSG00000108518	ENSG00000141456	0.363382404080213	Intra-Cytoband	775
ENSG00000141456	ENSG00000141499	0.363382404080213	Inter-Cytoband	776
ENSG00000141456	ENSG00000170037	0.363220122870059	Inter-Cytoband	777
ENSG00000147419	ENSG00000221914	0.363144778022488	Inter-Cytoband	778
ENSG00000126368	ENSG00000174738	0.363025964993625	Trans	779
ENSG00000101343	ENSG00000173418	0.362892662570998	Intra-Cytoband	780
ENSG00000203724	ENSG00000213047	0.362837602874696	Intra-Cytoband	781
ENSG00000004142	ENSG00000109079	0.362770951663382	Intra-Cytoband	782
ENSG00000049246	ENSG00000167074	0.362608670453228	Trans	783
ENSG00000006712	ENSG00000196235	0.362385533789266	Intra-Cytoband	784
ENSG00000072849	ENSG00000129255	0.362298597426684	Inter-Cytoband	785
ENSG00000108523	ENSG00000185722	0.362205865306596	Intra-Cytoband	786
ENSG00000070413	ENSG00000215193	0.362191375912832	Intra-Cytoband	787
ENSG00000129197	ENSG00000141456	0.362117480004637	Intra-Cytoband	788
ENSG00000108561	ENSG00000141456	0.361997218036397	Intra-Cytoband	789
ENSG00000108559	ENSG00000108561	0.361963892430741	Intra-Cytoband	790
ENSG00000101152	ENSG00000101193	0.36195230091573	Intra-Cytoband	791
ENSG00000122033	ENSG00000122034	0.361950851976353	Intra-Cytoband	792
ENSG00000104613	ENSG00000147316	0.361869711371276	Inter-Cytoband	793
ENSG00000108591	ENSG00000177302	0.361694389706735	Intra-Cytoband	794
ENSG00000176842	ENSG00000177508	0.361678451373595	Intra-Cytoband	795
ENSG00000108518	ENSG00000132382	0.361655268343572	Intra-Cytoband	796
ENSG00000040341	ENSG00000104343	0.361478497739655	Intra-Cytoband	797
ENSG00000072571	ENSG00000164611	0.36136837834705	Inter-Cytoband	798
ENSG00000069345	ENSG00000102921	0.361259707893822	Inter-Cytoband	799
ENSG00000137547	ENSG00000187735	0.361182914106874	Intra-Cytoband	800
ENSG00000173715	ENSG00000173898	0.360998898806074	Intra-Cytoband	801
ENSG00000073921	ENSG00000074266	0.360890228352846	Intra-Cytoband	802
ENSG00000108523	ENSG00000108559	0.36085255592906	Intra-Cytoband	803
ENSG00000133574	ENSG00000179144	0.360719253506433	Intra-Cytoband	804
ENSG00000141452	ENSG00000153339	0.36053668714501	Inter-Cytoband	805
ENSG00000133114	ENSG00000136152	0.360462791236815	Inter-Cytoband	806
ENSG00000179832	ENSG00000180900	0.360388895328619	Intra-Cytoband	807
ENSG00000148331	ENSG00000148335	0.360370059116727	Intra-Cytoband	808
ENSG00000167721	ENSG00000178921	0.360161411846528	Inter-Cytoband	809
ENSG00000172139	ENSG00000174500	0.36013677987713	Intra-Cytoband	810
ENSG00000005100	ENSG00000167699	0.360064332908311	Inter-Cytoband	811
ENSG00000100796	ENSG00000165934	0.360041149878289	Intra-Cytoband	812
ENSG00000147533	ENSG00000176209	0.35990494957691	Intra-Cytoband	813
ENSG00000109016	ENSG00000124422	0.359833951547467	Intra-Cytoband	814
ENSG00000074755	ENSG00000174231	0.359786136548047	Inter-Cytoband	815
ENSG00000147316	ENSG00000241852	0.359757157760519	Inter-Cytoband	816
ENSG00000065054	ENSG00000065057	0.359641242610409	Intra-Cytoband	817
ENSG00000141456	ENSG00000170291	0.359567346702214	Inter-Cytoband	818
ENSG00000005100	ENSG00000129235	0.359518082763417	Inter-Cytoband	819
ENSG00000088325	ENSG00000090889	0.359418105946447	Trans	820
ENSG00000134444	ENSG00000152234	0.359225397009389	Inter-Cytoband	821
ENSG00000147471	ENSG00000156675	0.359196418221862	Intra-Cytoband	822
ENSG00000108523	ENSG00000141503	0.359193520343109	Intra-Cytoband	823
ENSG00000108528	ENSG00000170043	0.359108032919903	Inter-Cytoband	824
ENSG00000070718	ENSG00000104365	0.359060217920482	Intra-Cytoband	825
ENSG00000129197	ENSG00000174231	0.358893589892199	Inter-Cytoband	826
ENSG00000177427	ENSG00000177731	0.358839979135273	Intra-Cytoband	827
ENSG00000159403	ENSG00000182326	0.358586414744407	Intra-Cytoband	828
ENSG00000006744	ENSG00000177370	0.358463254897415	Inter-Cytoband	829
ENSG00000110811	ENSG00000111664	0.358329952474788	Intra-Cytoband	830
ENSG00000158941	ENSG00000221914	0.358232873536571	Inter-Cytoband	831
ENSG00000132383	ENSG00000141252	0.35814159035586	Intra-Cytoband	832
ENSG00000074219	ENSG00000104901	0.358087979598934	Intra-Cytoband	833
ENSG00000102606	ENSG00000126226	0.357844557783702	Intra-Cytoband	834
ENSG00000005100	ENSG00000161920	0.357769212936131	Intra-Cytoband	835
ENSG00000073169	ENSG00000100425	0.357753274602991	Intra-Cytoband	836
ENSG00000142507	ENSG00000183011	0.357659093543526	Inter-Cytoband	837
ENSG00000093000	ENSG00000100207	0.357628665816622	Inter-Cytoband	838
ENSG00000072849	ENSG00000108528	0.357572157180944	Intra-Cytoband	839
ENSG00000092010	ENSG00000100911	0.357463486727715	Intra-Cytoband	840
ENSG00000167699	ENSG00000185722	0.357422916425177	Inter-Cytoband	841
ENSG00000141456	ENSG00000167699	0.357369305668251	Inter-Cytoband	842
ENSG00000108953	ENSG00000132383	0.357344673698852	Intra-Cytoband	843
ENSG00000112984	ENSG00000164611	0.357272226730034	Inter-Cytoband	844
ENSG00000006744	ENSG00000074356	0.357127332792396	Inter-Cytoband	845
ENSG00000152234	ENSG00000152242	0.357018662339168	Intra-Cytoband	846
ENSG00000006744	ENSG00000129235	0.35698968355164	Inter-Cytoband	847
ENSG00000006744	ENSG00000185722	0.356950562188478	Inter-Cytoband	848
ENSG00000091542	ENSG00000141030	0.356930277037209	Intra-Cytoband	849
ENSG00000072134	ENSG00000108641	0.356923032340327	Intra-Cytoband	850
ENSG00000253485	ENSG00000253731	0.35690564506781	Intra-Cytoband	851
ENSG00000147536	ENSG00000158669	0.356879564159036	Intra-Cytoband	852
ENSG00000108963	ENSG00000179409	0.356744812797033	Intra-Cytoband	853
ENSG00000147439	ENSG00000168495	0.356723078706387	Intra-Cytoband	854
ENSG00000180900	ENSG00000185122	0.356704242494494	Intra-Cytoband	855
ENSG00000070413	ENSG00000099917	0.356678161585719	Intra-Cytoband	856
ENSG00000126216	ENSG00000198176	0.356559348556856	Intra-Cytoband	857
ENSG00000101608	ENSG00000118680	0.356417352497972	Intra-Cytoband	858
ENSG00000147996	ENSG00000196873	0.356404312043584	Intra-Cytoband	859
ENSG00000108061	ENSG00000150593	0.356401414164831	Intra-Cytoband	860
ENSG00000071994	ENSG00000112592	0.356392720528573	Intra-Cytoband	861
ENSG00000109919	ENSG00000213619	0.356340558711024	Intra-Cytoband	862
ENSG00000127804	ENSG00000132376	0.356330416135389	Intra-Cytoband	863
ENSG00000104613	ENSG00000158863	0.35619421583401	Intra-Cytoband	864
ENSG00000173273	ENSG00000221914	0.356168134925235	Inter-Cytoband	865
ENSG00000079974	ENSG00000128159	0.355865306595572	Intra-Cytoband	866
ENSG00000104679	ENSG00000158863	0.355640720992234	Intra-Cytoband	867
ENSG00000185722	ENSG00000198920	0.355508867508983	Inter-Cytoband	868
ENSG00000132361	ENSG00000174231	0.355463950388316	Intra-Cytoband	869
ENSG00000104671	ENSG00000130227	0.355392952358873	Inter-Cytoband	870
ENSG00000179091	ENSG00000179950	0.355388605540744	Intra-Cytoband	871
ENSG00000165879	ENSG00000181274	0.355327750086936	Intra-Cytoband	872
ENSG00000170037	ENSG00000198920	0.355214732815579	Intra-Cytoband	873
ENSG00000129219	ENSG00000161920	0.355192998724933	Intra-Cytoband	874
ENSG00000141644	ENSG00000154832	0.355145183725513	Intra-Cytoband	875
ENSG00000121753	ENSG00000184007	0.35511040918048	Intra-Cytoband	876
ENSG00000132507	ENSG00000170291	0.355003187666628	Intra-Cytoband	877
ENSG00000204287	ENSG00000242574	0.354913353425293	Intra-Cytoband	878
ENSG00000004975	ENSG00000215041	0.354856844789614	Intra-Cytoband	879
ENSG00000070366	ENSG00000185722	0.354736582821375	Inter-Cytoband	880
ENSG00000132376	ENSG00000142507	0.354680074185696	Inter-Cytoband	881
ENSG00000108528	ENSG00000129255	0.354551118581199	Inter-Cytoband	882
ENSG00000142507	ENSG00000179409	0.354506201460531	Inter-Cytoband	883
ENSG00000127804	ENSG00000179409	0.35446273327924	Intra-Cytoband	884
ENSG00000108963	ENSG00000185722	0.35442650979483	Inter-Cytoband	885
ENSG00000133028	ENSG00000170222	0.354290309493451	Intra-Cytoband	886
ENSG00000101654	ENSG00000141385	0.354280166917816	Intra-Cytoband	887
ENSG00000088812	ENSG00000125875	0.354245392372783	Intra-Cytoband	888
ENSG00000108528	ENSG00000177370	0.354184536918975	Inter-Cytoband	889
ENSG00000108591	ENSG00000141127	0.354183087979599	Intra-Cytoband	890
ENSG00000133574	ENSG00000213203	0.354012113133186	Intra-Cytoband	891
ENSG00000108518	ENSG00000171861	0.353959951315637	Inter-Cytoband	892
ENSG00000091542	ENSG00000171953	0.353780282832966	Intra-Cytoband	893
ENSG00000025796	ENSG00000112335	0.353764344499826	Intra-Cytoband	894
ENSG00000103415	ENSG00000153406	0.353696244349136	Intra-Cytoband	895
ENSG00000128463	ENSG00000134153	0.35357888025965	Intra-Cytoband	896
ENSG00000136271	ENSG00000146676	0.353554248290252	Intra-Cytoband	897
ENSG00000057663	ENSG00000130348	0.353535412078359	Intra-Cytoband	898
ENSG00000167721	ENSG00000198920	0.353529616320853	Inter-Cytoband	899
ENSG00000132361	ENSG00000177370	0.3535267184421	Intra-Cytoband	900
ENSG00000134440	ENSG00000153339	0.353341254201924	Inter-Cytoband	901
ENSG00000134444	ENSG00000152223	0.35331082647502	Inter-Cytoband	902
ENSG00000129255	ENSG00000177370	0.35324707314246	Inter-Cytoband	903
ENSG00000147457	ENSG00000221914	0.353222441173061	Inter-Cytoband	904
ENSG00000104626	ENSG00000130227	0.353212298597427	Inter-Cytoband	905
ENSG00000197903	ENSG00000233822	0.353171728294888	Intra-Cytoband	906
ENSG00000108528	ENSG00000161956	0.353116668598586	Inter-Cytoband	907
ENSG00000141030	ENSG00000176994	0.35311087284108	Intra-Cytoband	908
ENSG00000108528	ENSG00000205544	0.353051466326649	Inter-Cytoband	909
ENSG00000136270	ENSG00000136271	0.352992059812217	Intra-Cytoband	910
ENSG00000185722	ENSG00000186532	0.352928306479657	Inter-Cytoband	911
ENSG00000147471	ENSG00000147535	0.352796452996407	Intra-Cytoband	912
ENSG00000129255	ENSG00000170291	0.352689231482555	Intra-Cytoband	913
ENSG00000078668	ENSG00000168522	0.35264721224064	Intra-Cytoband	914
ENSG00000129245	ENSG00000167721	0.352632722846876	Inter-Cytoband	915
ENSG00000108557	ENSG00000171953	0.352573316332445	Intra-Cytoband	916
ENSG00000141456	ENSG00000161920	0.35251101193926	Intra-Cytoband	917
ENSG00000149534	ENSG00000172236	0.352371913759128	Trans	918
ENSG00000175582	ENSG00000181924	0.35234728178973	Intra-Cytoband	919
ENSG00000081870	ENSG00000116212	0.352311058305321	Intra-Cytoband	920
ENSG00000006744	ENSG00000215041	0.352309609365944	Inter-Cytoband	921
ENSG00000167721	ENSG00000167842	0.352219775124609	Inter-Cytoband	922
ENSG00000066279	ENSG00000072571	0.352040106641938	Trans	923
ENSG00000005100	ENSG00000215041	0.352028515126927	Inter-Cytoband	924
ENSG00000108561	ENSG00000174231	0.351964761794367	Inter-Cytoband	925
ENSG00000108528	ENSG00000129235	0.351751767706039	Inter-Cytoband	926
ENSG00000102572	ENSG00000134882	0.351682218615973	Inter-Cytoband	927
ENSG00000108509	ENSG00000108523	0.351624261040918	Intra-Cytoband	928
ENSG00000120738	ENSG00000160888	0.351577894980874	Trans	929
ENSG00000142507	ENSG00000167840	0.35139967543758	Intra-Cytoband	930
ENSG00000104643	ENSG00000158863	0.351322881650632	Inter-Cytoband	931
ENSG00000159882	ENSG00000159885	0.351267821954329	Intra-Cytoband	932
ENSG00000164403	ENSG00000164405	0.351211313318651	Intra-Cytoband	933
ENSG00000130227	ENSG00000147419	0.351156253622348	Inter-Cytoband	934
ENSG00000130177	ENSG00000134905	0.351135968471079	Intra-Cytoband	935
ENSG00000005100	ENSG00000007168	0.351098296047293	Inter-Cytoband	936
ENSG00000129245	ENSG00000133028	0.351057725744755	Intra-Cytoband	937
ENSG00000007168	ENSG00000108953	0.350980931957807	Intra-Cytoband	938
ENSG00000048649	ENSG00000159063	0.350898342413353	Intra-Cytoband	939
ENSG00000108561	ENSG00000129235	0.350869363625826	Inter-Cytoband	940
ENSG00000026950	ENSG00000111801	0.350807059232642	Intra-Cytoband	941
ENSG00000031698	ENSG00000065135	0.350457864842935	Intra-Cytoband	942
ENSG00000104221	ENSG00000187840	0.350249217572737	Intra-Cytoband	943
ENSG00000135451	ENSG00000175063	0.350133302422627	Trans	944
ENSG00000108559	ENSG00000198920	0.350108670453228	Inter-Cytoband	945
ENSG00000101850	ENSG00000146950	0.350063753332561	Intra-Cytoband	946
ENSG00000147789	ENSG00000198169	0.350055059696302	Intra-Cytoband	947
ENSG00000121060	ENSG00000174151	0.349913063637417	Trans	948
ENSG00000147439	ENSG00000158863	0.349762373942274	Intra-Cytoband	949
ENSG00000077044	ENSG00000085978	0.349705865306596	Intra-Cytoband	950
ENSG00000137513	ENSG00000149262	0.349663846064681	Intra-Cytoband	951
ENSG00000122490	ENSG00000141759	0.34965225454967	Intra-Cytoband	952
ENSG00000156675	ENSG00000175324	0.34951605424829	Intra-Cytoband	953
ENSG00000104660	ENSG00000147457	0.349510258490785	Inter-Cytoband	954
ENSG00000091164	ENSG00000175387	0.349498666975774	Inter-Cytoband	955
ENSG00000159882	ENSG00000256294	0.349389996522545	Intra-Cytoband	956
ENSG00000005100	ENSG00000198920	0.349362466674394	Inter-Cytoband	957
ENSG00000147457	ENSG00000197217	0.349349426220007	Intra-Cytoband	958
ENSG00000126226	ENSG00000198176	0.349303060159963	Intra-Cytoband	959
ENSG00000197128	ENSG00000213762	0.349294366523705	Intra-Cytoband	960
ENSG00000074755	ENSG00000167721	0.349258143039295	Inter-Cytoband	961
ENSG00000131748	ENSG00000167258	0.349249449403037	Intra-Cytoband	962
ENSG00000005100	ENSG00000167193	0.349217572736757	Inter-Cytoband	963
ENSG00000083817	ENSG00000213762	0.34915237046482	Intra-Cytoband	964
ENSG00000111057	ENSG00000170421	0.349058189405355	Intra-Cytoband	965
ENSG00000141456	ENSG00000167842	0.349021965920946	Intra-Cytoband	966
ENSG00000132382	ENSG00000141252	0.349011823345311	Inter-Cytoband	967
ENSG00000078674	ENSG00000104613	0.348998782890924	Inter-Cytoband	968
ENSG00000137804	ENSG00000137812	0.348985742436536	Intra-Cytoband	969
ENSG00000078399	ENSG00000106004	0.348943723194622	Intra-Cytoband	970
ENSG00000007168	ENSG00000167721	0.348940825315869	Intra-Cytoband	971
ENSG00000147439	ENSG00000221914	0.348917642285847	Inter-Cytoband	972
ENSG00000104299	ENSG00000221914	0.348827808044511	Inter-Cytoband	973
ENSG00000161920	ENSG00000167721	0.348793033499478	Inter-Cytoband	974
ENSG00000072849	ENSG00000167699	0.348642343804335	Inter-Cytoband	975
ENSG00000136143	ENSG00000136146	0.348623507592442	Intra-Cytoband	976
ENSG00000070718	ENSG00000083168	0.348532224411731	Intra-Cytoband	977
ENSG00000141736	ENSG00000161395	0.348471368957923	Intra-Cytoband	978
ENSG00000132612	ENSG00000213380	0.348459777442912	Intra-Cytoband	979
ENSG00000092009	ENSG00000100448	0.34840037092848	Intra-Cytoband	980
ENSG00000108557	ENSG00000108591	0.34840037092848	Intra-Cytoband	981
ENSG00000128789	ENSG00000175354	0.348385881534717	Intra-Cytoband	982
ENSG00000104643	ENSG00000147457	0.348323577141532	Inter-Cytoband	983
ENSG00000006744	ENSG00000108559	0.348291700475252	Inter-Cytoband	984
ENSG00000127804	ENSG00000167193	0.348042482902515	Intra-Cytoband	985
ENSG00000104765	ENSG00000221914	0.347867161237974	Intra-Cytoband	986
ENSG00000003756	ENSG00000172046	0.347607801089602	Intra-Cytoband	987
ENSG00000132388	ENSG00000167721	0.347593311695839	Inter-Cytoband	988
ENSG00000133028	ENSG00000198920	0.347591862756462	Intra-Cytoband	989
ENSG00000107897	ENSG00000136758	0.347548394575171	Intra-Cytoband	990
ENSG00000129245	ENSG00000132383	0.347467253970094	Inter-Cytoband	991
ENSG00000152234	ENSG00000172466	0.347412194273792	Inter-Cytoband	992
ENSG00000108528	ENSG00000174231	0.347400602758781	Inter-Cytoband	993
ENSG00000018869	ENSG00000198440	0.347394807001275	Intra-Cytoband	994
ENSG00000170291	ENSG00000170310	0.34725281094239	Intra-Cytoband	995
ENSG00000108561	ENSG00000177370	0.347219485336734	Inter-Cytoband	996
ENSG00000172932	ENSG00000173120	0.346848556856381	Intra-Cytoband	997
ENSG00000141127	ENSG00000176994	0.34683696534137	Intra-Cytoband	998
ENSG00000132382	ENSG00000141503	0.346726845948766	Intra-Cytoband	999
ENSG00000149534	ENSG00000169224	0.346497913527298	Trans	1000
ENSG00000167193	ENSG00000167721	0.34648921989104	Intra-Cytoband	1001
ENSG00000104299	ENSG00000165392	0.346483424133534	Inter-Cytoband	1002
ENSG00000179409	ENSG00000186532	0.346450098527878	Intra-Cytoband	1003
ENSG00000040633	ENSG00000108528	0.346447200649125	Inter-Cytoband	1004
ENSG00000129255	ENSG00000171861	0.346395038831575	Inter-Cytoband	1005
ENSG00000074356	ENSG00000129197	0.346386345195317	Intra-Cytoband	1006
ENSG00000139842	ENSG00000185896	0.346379100498435	Intra-Cytoband	1007
ENSG00000074356	ENSG00000198920	0.346377651559059	Inter-Cytoband	1008
ENSG00000171863	ENSG00000182899	0.346374753680306	Trans	1009
ENSG00000108523	ENSG00000141456	0.34637330474093	Intra-Cytoband	1010
ENSG00000172932	ENSG00000173020	0.346322591862756	Intra-Cytoband	1011
ENSG00000172531	ENSG00000172725	0.346318245044627	Intra-Cytoband	1012
ENSG00000072571	ENSG00000112984	0.346254491712067	Inter-Cytoband	1013
ENSG00000070366	ENSG00000132388	0.346148719137591	Inter-Cytoband	1014
ENSG00000077150	ENSG00000104856	0.346141474440709	Trans	1015
ENSG00000127804	ENSG00000141252	0.346054538078127	Intra-Cytoband	1016
ENSG00000160888	ENSG00000170345	0.345879216413585	Trans	1017
ENSG00000070718	ENSG00000176209	0.345870522777327	Intra-Cytoband	1018
ENSG00000005100	ENSG00000170291	0.345803871566014	Inter-Cytoband	1019
ENSG00000115232	ENSG00000188452	0.345792280051003	Intra-Cytoband	1020
ENSG00000139835	ENSG00000139842	0.345602468992697	Intra-Cytoband	1021
ENSG00000133872	ENSG00000147457	0.345502492175727	Inter-Cytoband	1022
ENSG00000078674	ENSG00000158941	0.345350353541208	Inter-Cytoband	1023
ENSG00000077514	ENSG00000168014	0.345346006723079	Intra-Cytoband	1024
ENSG00000104643	ENSG00000104679	0.345332966268691	Inter-Cytoband	1025
ENSG00000005194	ENSG00000102900	0.345299640663035	Inter-Cytoband	1026
ENSG00000083635	ENSG00000133114	0.345185174452301	Intra-Cytoband	1027
ENSG00000152520	ENSG00000186184	0.345099687029095	Intra-Cytoband	1028
ENSG00000078142	ENSG00000091164	0.345096789150342	Inter-Cytoband	1029
ENSG00000123485	ENSG00000169607	0.344872203547004	Inter-Cytoband	1030
ENSG00000147419	ENSG00000186918	0.344576619914223	Intra-Cytoband	1031
ENSG00000161956	ENSG00000170291	0.344575170974846	Intra-Cytoband	1032
ENSG00000137713	ENSG00000170145	0.344456357945984	Intra-Cytoband	1033
ENSG00000007168	ENSG00000167699	0.344395502492176	Intra-Cytoband	1034
ENSG00000091164	ENSG00000134444	0.344291178857077	Inter-Cytoband	1035
ENSG00000137513	ENSG00000159063	0.344269444766431	Intra-Cytoband	1036
ENSG00000087191	ENSG00000108604	0.3440260229512	Intra-Cytoband	1037
ENSG00000132507	ENSG00000170037	0.344014431436189	Intra-Cytoband	1038
ENSG00000132603	ENSG00000141076	0.343846354468529	Intra-Cytoband	1039
ENSG00000134049	ENSG00000152234	0.343831865074765	Intra-Cytoband	1040
ENSG00000072849	ENSG00000129245	0.343828967196013	Inter-Cytoband	1041
ENSG00000132361	ENSG00000198920	0.343702909470268	Inter-Cytoband	1042
ENSG00000104365	ENSG00000168522	0.343669583864611	Intra-Cytoband	1043
ENSG00000141034	ENSG00000177302	0.343617422047062	Intra-Cytoband	1044
ENSG00000074755	ENSG00000132376	0.343613075228932	Inter-Cytoband	1045
ENSG00000079459	ENSG00000130227	0.343611626289556	Inter-Cytoband	1046
ENSG00000167842	ENSG00000171861	0.34358989219891	Inter-Cytoband	1047
ENSG00000095787	ENSG00000136758	0.343514547351339	Intra-Cytoband	1048
ENSG00000108509	ENSG00000108528	0.343449345079402	Intra-Cytoband	1049
ENSG00000167842	ENSG00000179409	0.343350817201808	Inter-Cytoband	1050
ENSG00000006744	ENSG00000174231	0.343232004172945	Inter-Cytoband	1051
ENSG00000108953	ENSG00000127804	0.343178393416019	Intra-Cytoband	1052
ENSG00000149534	ENSG00000255587	0.343168250840385	Trans	1053
ENSG00000171861	ENSG00000180787	0.34305813144778	Inter-Cytoband	1054
ENSG00000196967	ENSG00000245680	0.343032050539005	Intra-Cytoband	1055
ENSG00000135218	ENSG00000170323	0.343030601599629	Trans	1056
ENSG00000155975	ENSG00000221914	0.342892952358873	Inter-Cytoband	1057
ENSG00000150768	ENSG00000150776	0.342866871450099	Intra-Cytoband	1058
ENSG00000007168	ENSG00000108528	0.342850933116958	Inter-Cytoband	1059
ENSG00000132507	ENSG00000170043	0.34281036281442	Intra-Cytoband	1060
ENSG00000122958	ENSG00000165732	0.342808913875043	Intra-Cytoband	1061
ENSG00000177370	ENSG00000185722	0.342807464935667	Inter-Cytoband	1062
ENSG00000006744	ENSG00000141456	0.342704590239944	Inter-Cytoband	1063
ENSG00000141385	ENSG00000167088	0.34267416251304	Inter-Cytoband	1064
ENSG00000063322	ENSG00000105197	0.342607511301727	Intra-Cytoband	1065
ENSG00000076924	ENSG00000076944	0.342556798423554	Intra-Cytoband	1066
ENSG00000108561	ENSG00000179409	0.342513330242263	Inter-Cytoband	1067
ENSG00000126226	ENSG00000213995	0.342490147212241	Intra-Cytoband	1068
ENSG00000133028	ENSG00000142507	0.342395966152776	Inter-Cytoband	1069
ENSG00000110717	ENSG00000173120	0.342335110698968	Intra-Cytoband	1070
ENSG00000005100	ENSG00000180787	0.342301785093312	Intra-Cytoband	1071
ENSG00000142507	ENSG00000167193	0.34219456357946	Inter-Cytoband	1072
ENSG00000123562	ENSG00000133142	0.342054016459951	Intra-Cytoband	1073
ENSG00000072849	ENSG00000133028	0.341977222673003	Inter-Cytoband	1074
ENSG00000152223	ENSG00000153339	0.341865654341022	Inter-Cytoband	1075
ENSG00000088930	ENSG00000232388	0.341848267068506	Inter-Cytoband	1076
ENSG00000006744	ENSG00000129255	0.341777269039063	Inter-Cytoband	1077
ENSG00000132507	ENSG00000161956	0.341557030253854	Intra-Cytoband	1078
ENSG00000161956	ENSG00000215041	0.341533847223832	Intra-Cytoband	1079
ENSG00000141503	ENSG00000215041	0.341520806769445	Inter-Cytoband	1080
ENSG00000139211	ENSG00000179715	0.341319404196128	Intra-Cytoband	1081
ENSG00000134014	ENSG00000221914	0.34126289556045	Inter-Cytoband	1082
ENSG00000174231	ENSG00000185722	0.341193346470384	Inter-Cytoband	1083
ENSG00000108528	ENSG00000129197	0.341132491016576	Intra-Cytoband	1084
ENSG00000129968	ENSG00000213638	0.341089022835285	Intra-Cytoband	1085
ENSG00000129255	ENSG00000132507	0.34107888025965	Intra-Cytoband	1086
ENSG00000169490	ENSG00000169499	0.341074533441521	Intra-Cytoband	1087
ENSG00000142507	ENSG00000180787	0.341044105714617	Intra-Cytoband	1088
ENSG00000085415	ENSG00000177150	0.340993392836444	Intra-Cytoband	1089
ENSG00000089127	ENSG00000111335	0.340957169352034	Intra-Cytoband	1090
ENSG00000007168	ENSG00000177370	0.340936884200765	Intra-Cytoband	1091
ENSG00000108509	ENSG00000141456	0.340919496928249	Intra-Cytoband	1092
ENSG00000197497	ENSG00000197937	0.340783296626869	Intra-Cytoband	1093
ENSG00000140157	ENSG00000273749	0.340751419960589	Intra-Cytoband	1094
ENSG00000072849	ENSG00000132383	0.340744175263707	Inter-Cytoband	1095
ENSG00000133028	ENSG00000185722	0.340738379506202	Inter-Cytoband	1096
ENSG00000005100	ENSG00000132507	0.340720992233685	Inter-Cytoband	1097
ENSG00000060069	ENSG00000141759	0.340616668598586	Intra-Cytoband	1098
ENSG00000133028	ENSG00000167193	0.340592036629187	Inter-Cytoband	1099
ENSG00000100425	ENSG00000128159	0.340571751477918	Intra-Cytoband	1100
ENSG00000149428	ENSG00000172269	0.340529732236003	Intra-Cytoband	1101
ENSG00000070413	ENSG00000185608	0.340419612843399	Intra-Cytoband	1102
ENSG00000104671	ENSG00000134014	0.340392082995247	Inter-Cytoband	1103
